id,text,dialect,sarcasm_ref,human_aggregated,#humans_sarcasm
769,طيب ابي زياده ماشبعت,gulf,0,0,0
770,لحياة مش مجرد فرص,levant,0,0,0
771,لاكاا قووللا ❤ ❤ ❤,magreb,0,0,0
772,المشاهدين الذين يتعصبون للشيف ووصفاته,msa,0,0,2
773,المخدرات تمنحنا حياة مختلفة تماما,msa,0,1,3
774,هااه نسوي إندومي ولا هذي المرة سهرانين مع الحب 🌚 ؟,gulf,0,1,4
775,جاوبت ماسمعتنيي وقالت خطأ مصحبحيهيايهيححيعساينيحيحتياسخيتيزيحسحستتصاسعسزيزيكحسعستس,magreb,0,0,0
776,مخي يصير 0. اذا ابوي قالي تعالي ابي اتناقش معك ،,gulf,0,1,4
777,ياعوون الله تعاال وقوول اي حاجه ياشين الذل والحاجه,gulf,0,0,0
778,رايحه فين يا شاطر انا رايح القناطر,nile,1,0,2
779,إني مسني الشوق,msa,0,0,0
780,اليوم ماراح اصيح,gulf,0,0,1
781,اجرى جرى الوحوش اوتوبيس سته ما تلحقوش,nile,1,1,5
782,١١ ساعة برا البيت. لو بيدي مارجعت؟ يب,gulf,0,0,2
783,ودن من طين وودن من عجين,nile,1,1,5
784,{ نَبِّئْ عِبَادِي أَنِّي أَنَا الْغَفُورُ الرَّحِيمُ },msa,0,0,0
785,الناس في رمضان نسيت الكورونا ومركزة مع المسلسلات,msa,1,1,4
786,الحب سجن ، وبعد الاحباب الاعدام,msa,0,0,0
787,قربك من الله أهم من قربك لناس .,msa,0,0,0
788,أكيد صعب,msa,0,0,0
789,انقذت نفسي الحمدلله 👍🏻,msa,0,0,0
790,شاللي مسهرك يالحلو ؟,gulf,0,0,2
791,انا شو بتعنيني الدنيا بلاك ..,levant,0,0,0
792,الحمد لله علي نعمه التي لانحصي,msa,0,0,0
793,محمد صلاح يحمل سمكة,msa,0,0,2
794,ما أسهل الدفاع عن حقوق الانسان من مقاهي لندن وباريس.,msa,1,1,3
795,الناس لا زانت نواياها تزين حظوظها 💗,gulf,0,0,0
796,فعلا مافيه مثل الاصدقاء,gulf,0,0,0
797,مناديب مرسول راقدين؟,magreb,0,0,2
798,يحب يجيبها سمينة و لكن ما تكلش كثير,magreb,0,1,3
799,الدراسة اونلاين اسوء حاجة حصلت في حياتي,nile,0,0,0
800,من الحماس كتبت فالتغريده مبرووكك الالفيه الاولى 🤦🏼‍♀️ 😭 😭 💔,msa,0,0,1
801,الاعداد الصحيحة واحد اتنين تلاتة اوريجي خمسة,msa,1,0,2
802,"""قليلٌ صادق.. أنفعُ من كَثرةٍ مُزيّفة ..",msa,0,0,0
803,طب قدّر اننا اصحاب؟,nile,0,0,0
804,( إن الله يحب الصابرين ),msa,0,0,0
805,الجدة نبيلة عبيد تقوم بدور فتاة في الجامعة,msa,1,0,2
806,ببقى معك على مر الأعوام ❤️ .,levant,0,0,0
807,يالله بث بث 💃🏼,msa,0,0,0
808,يا اعدل الناس الا في معاملتي .. فيك الخصام وانت الخصمُ والحكمُ!,msa,0,0,0
809,تعبت أتخيلك تعالي حقيقه,gulf,0,0,1
810,الاشخاص الذين يتتدخلون في مالا يعنيهم لا حق لهم في ذلك,msa,0,0,0
811,مشوفتش احن من اغاني بهاء سلطان ♥️,nile,0,0,0
812,لك أهدابي ورمشيني .. ذرى,msa,0,0,2
813,والمشكله انك حلول المشكله و انك من أعماق الخطأ أطهر صواب ..,msa,0,0,0
814,قليل البخت يلاقى العضم فى الكرشة,nile,1,1,5
815,سوبين مرا تاخر,gulf,0,0,1
816,لحم كلاب مطهي بحساء الملوخية مش هتشعر بطعمه من الملوخية,levant,0,1,5
817,التصويت للدوري الجزائري شهادة زور تستوجب التوبة👀,msa,1,1,4
818,احبك لو تحب غيري,gulf,0,0,2
819,ممكن ماكدونالدز ؟؟,msa,0,0,0
820,يا واحدٍ .. روحي وقلبي حلالك 💙,msa,0,0,0
821,الثاني كان بيجي 😭 😂,levant,0,0,0
822,المطاعم متى تصكر؟,gulf,0,0,1
823,تعثر الهلال 😳 ❤️ ❤️ ❤️ ❤️ ❤️,msa,0,0,0
824,70 فولو بلييز ريت 😊 💜,levant,0,0,1
825,قال يمحششين يكفيكم شر الكمين,nile,1,1,5
826,امي مملوحه سوالف وادري الله يحب حچيها ❤️,gulf,0,0,1
827,سأقوم بعمل ما تطلبه علي اكمل وجه,msa,0,0,0
828,لو خدتني الدنيا منك رجعيني:(,nile,0,0,1
829,قوول 😍 💙 💙,msa,0,0,0
830,عسَى ماتلتفت لك عين ولا يحبّك قلب 😢 .,gulf,0,0,0
831,وماذنب قلب احب بصدق؟ 💔,msa,0,0,0
832,لا أحد يفوق الجمل في الصبر سوى مضيفات الطيران,msa,1,0,2
833,اء احس مقدر انام من كثر ما افكر فيها,gulf,0,0,0
834,بسأل نفسي كل يوم مالك انت عمرك مكنت كدة..,nile,0,0,0
835,لو حاسبت الغلطان الباقى هيخاف يغلط وهيشتغل كويس,nile,0,0,0
836,اللهم صلِ وسلم على نبينا محمد 💛 .,msa,0,0,0
837,نحن سعداء بذهابك بعيدا,msa,0,0,1
838,02150215_0611 درام و رعد و برق,msa,0,0,0
839,لا فائدة من السئ,msa,0,0,0
840,والله حرام ديبالا مظلوم,msa,0,0,0
841,الي ف بوظبي و فاضي يدخل خاص سريع 🔥 🍆,gulf,0,0,1
842,ثابت بقلبي ما بَعدك احد 💛,gulf,0,0,1
843,وأنت اللطيفُ، وأنا عبدكَ الضَعيفُ.,msa,0,0,1
844,يديمكِ لي ربي في كل الاعوام 🤍,gulf,0,0,0
845,ما أكثر الشين فيكم!,msa,0,0,2
846,عيني عليك ياغالى ❤,nile,0,0,0
847,يا سري الهادي يا حب ماينتهي . .,msa,0,0,0
848,باقي 4 ساعات هانت,msa,0,0,0
849,قمت من الالم اخ بسس,levant,0,0,1
850,محب طاري الفرقاا,levant,0,0,0
851,يا ختي روحي حوسي على كش واحد يلمك راكي كي البقرة,magreb,1,1,4
852,لو كان بيدي؛لنصبت خيمتي مقابل ربيع وجهك إلى الأبد.. 💫,msa,0,0,1
853,سنقل البوم ؟؟ هاو مو مصدقه,gulf,0,0,1
854,نفسيتي غير مؤهلة لأي حاجة غير إنها تدلع.,nile,0,0,0
855,والله مافي أنصاف بالكورة حسبي الله بفرنسا,gulf,0,0,0
856,برميزان مقرمشة فظيعة 😍,nile,0,0,0
857,"""وفي حق نفسك، كن عزيز النفس""!",msa,0,0,0
858,في لحظة وصالك أسعد إنسان 🤍,msa,0,0,0
859,ترد الروحح,gulf,0,0,1
860,كفايه خرابيش بقى,nile,0,1,3
861,""" أوعي الدنيا تنسيك أصلك"" ⛔",nile,0,0,0
862,أنت بتتكلم إنجليزى وحش,nile,0,0,2
863,انا اسفه لاني ضيعتك مني,msa,0,0,0
864,كان وجودها خريطتى اخبروها لتعود وتنتهى متاهتى 💙 !,msa,0,0,0
865,ليش تاخرت كثير,levant,0,0,0
866,اليوم البايس مينقيو,levant,0,0,0
867,كل سنة ونسيبتي بخير 😍,levant,0,0,0
868,وييع جد ويعع,gulf,0,0,1
869,القهوه البارده 🤎 ),msa,0,0,0
870,الحلقة دي جايه في وقتها أوي نعيط بقي,nile,0,0,2
871,نوايه تسند الزير,nile,1,0,2
872,اللهُم شعورًا متسعًا ، رحبًا ، هادئًا 🎈 ☁️ .,msa,0,0,0
873,اتوبيس نادى الزمالك اتعطل باللعيبه علي كوبري,nile,0,1,3
874,مصر كلها ف الشارع,nile,0,1,3
875,احس اول مرة من دخلت الجامعة ندرس من أول اسبوع ومن أول يوم بعد 🥲,gulf,0,0,2
876,بليز فتوكات وروني كريم او ماسك او اي حاجة سحرية تزح الحبوب و اثر حبوب الوجه في اسبوع بالكتير,nile,0,0,0
877,قريب يوم السعد قريب ، يارب عجل به ♥️,msa,0,0,1
878,عزيزتي الدنيا انتي شنو مشكلتج معاي ؟,gulf,0,1,3
879,بخصوص ريجيكامب لاتعليق لان زهقنا والله,nile,0,0,1
880,تيك توك صاير ممل 🦦,levant,0,0,1
881,والله اني عشق 🥰,gulf,0,0,0
882,من يلعب ببجي!,gulf,0,0,0
883,يا رب ما تحرم كل اتنين ناوين يكملوا مشوارهم بحلاالك 🍃 💞 صباح الخير 🌸,levant,0,0,0
884,متيجي نتعرف,nile,0,0,0
885,لا وانا اللي نفسي تكلمني اوي,nile,1,0,0
886,النفسية محتاجة بحرر وشمس,nile,0,0,0
887,البرد هذي اليومين شاد حيله,gulf,0,0,2
888,واحد يقلد يحيى الشهري بيضيع اكيد,gulf,0,0,2
889,يا الله يا الله يا الله,msa,0,0,0
890,عايزه البس صيفي بقاا,nile,0,0,1
891,صباح الخير 🤣,msa,0,0,0
892,عايزينا نتعلم عن بعد وأحنا أصلا مش بنفهم عن قرب,nile,1,1,4
893,اللهم في يوم الجمعة بشّرنا بكُل دعوة تسكُن قُلوبنا ♥️,msa,0,0,0
894,جعل عيونك اللي احبّها ماتمرها لحظة حزن ❤️,msa,0,0,0
895,عملتلها لايك عشان تعملي بلوك من الاكونت دا كمان,nile,0,1,4
896,محبته نعمـه مـن الله واليقين  اني أحبه وأفتخر به وأتبعــه.,msa,0,0,0
897,يارب خيرر ياارب,msa,0,0,0
898,هذي الارض منفى ورموش عينك .. بلادي,msa,0,0,1
899,يا هرم مصر الرابع يا رمسيس الثاني,msa,1,0,2
900,شو هالحالة,levant,0,0,1
901,اهدي غرفتي هالاغنيه كل حب الدنيا ديا في قلبي ليك 😔,nile,0,0,2
902,لا تأخذوا الناس على محمل الأبدية فالبقاء لله وحده.,msa,0,0,0
903,بس چنه مطوله حيل,gulf,0,0,1
904,ماحب اتصنع 🙄 ✅,gulf,0,0,0
905,طيزين في لباس,msa,1,1,4
906,فَضَحِكَتْ فَبَشَّرْنَاهَا ♥️ 🌸,msa,0,0,0
907,قد يُصان الود بالبعد أحياناً ..,msa,0,0,0
908,العبها مجنون تشبع كسور,levant,1,1,3
909,عامل نفسه فلوطه,magreb,1,1,4
910,اشتقت لحياة الطيش هه,msa,0,0,1
911,اسهر الحين وباتسر اصيح كالعاده,gulf,0,0,2
912,تصدق لا طرو اسمك تاخذني وانا هيمان ❤️,gulf,0,0,0
913,اسفه لكل شخص يعرفني وقريب مني,msa,0,0,0
914,الجو مال ادز هاي,magreb,0,0,1
915,ااحس اويكو تقول نفسها من ذا,gulf,0,0,2
916,رووحي تنتظرك تعوود 🎶 🎶 .,msa,0,0,0
917,ابغي تعارف جاد,gulf,1,0,0
918,دشو ديام!!؟دشو ديام!!؟دشو ديام!!؟دشو ديام!!؟دشو ديام!!؟دشو ديام!!؟دشو ديام!؟دشو ديام!؟,msa,0,0,0
919,الروح تتَبع أُنسها.,msa,0,0,2
920,اغلق منافذ المشاكل,msa,0,0,0
921,السيسي بيبني قصور,nile,0,0,2
922,ياما شوفنا صفحات وقنوات يوتيوب تعمل فيديوهات عن سقوط فستان هيفاء وهبي اكثر فستان سقط من الفنانين,nile,0,1,3
923,هذا صوت سيهون؟؟ 😐,msa,0,0,0
924,هو لاسارتي رجع يدرينا؟,magreb,0,0,1
925,أنا الليل بيجى يصحى فى قلبى حكايات,levant,0,0,0
926,نبي الرابع والخامس تكفون,gulf,0,0,2
927,الحظ لما يواتى يخلى الاعمى ساعاتى,nile,1,1,3
928,الحيرة بين الصبر و الشتم,msa,0,0,1
929,بنات وينكم اليوم فديتكم,gulf,0,0,0
930,بس انا ليش صحيت ذحين,gulf,0,1,3
931,اوعي تكون فاكر نفسك ابراهيم الابيض,nile,1,1,4
932,وش رايكم بالطعوس,gulf,0,0,1
933,قده قد الفأرة,magreb,1,1,5
934,اختار الذِي يسعَى إليك بِقدر مَا تسعَى إليه وأكثر,msa,0,0,0
935,هاانت ..,levant,0,0,0
936,انا ما بحبك,levant,0,0,0
937,معرف ليش احس بهذي المشاعر,gulf,0,0,0
938,وما أثمرت ندائاتي شيئاً,msa,0,0,0
939,شايف نفسه علينا ليه هو أحسن مننا في حاجة ؟,nile,0,0,1
940,شخصية سالي تذكرني بشخصيتي في طفولتي جددا .,gulf,0,0,0
941,فيه ناس تعامل اسنانها معاملة الحوش ما يغسلونها الا اذا صار عندهم عزيمه,gulf,1,1,3
942,اف ياليت تسكت,levant,0,0,1
943,اللهم صّلِ وسَلّمْ عَلى نَبِيْنَا مُحَمد ﷺ .,msa,0,0,0
944,والله دموع,msa,0,0,0
945,انت تقصدني بكلامك,msa,0,0,0
946,متخفش من بكره وانا معاك انا هبقى دايما واقفه وراك 🖤,nile,0,0,0
947,"""قد جعلها ربي حقا"" 🤍",msa,0,0,0
948,ضلوعي ماعادت تقوى تشيل هالهم والله,levant,0,0,0
949,اسبتلى انك غير كذاب,levant,0,0,0
950,شعب بيتعاطى كلور,nile,1,1,5
951,فَذَرْهُمْ يَخُوضُوا۟ وَيَلْعَبُوا۟ حَتَّىٰ يُلَٰقُوا۟ يَوْمَهُمُ ٱلَّذِى يُوعَدُونَ,msa,0,0,0
952,متحمسه أسوي ميتنق مع الأدفايزر 🥺,nile,0,0,1
953,شخص ثقيل الظل,msa,0,0,2
954,حقيقة ترى الشاحن المتنقل يعتبر من ضمن الإسعافات الأولية,gulf,1,1,4
955,احيانا أفكر في أن ..,msa,0,0,0
956,تشان لايف?? اوكي بموت,magreb,0,0,0
957,يارب اللي قاعده اسويه صح,gulf,0,0,1
958,كُنت عابر، ما الذي ابقاك فيني ؟..,levant,0,0,1
959,أشعر أن رُوحي تجددت,msa,0,0,0
960,يصطي شوفلنا جملين نركبهم ونروح اي حته,nile,0,1,4
961,الرؤية هباب يجدعان و انا سعيد نيك,nile,0,1,4
962,وقتي معااك احبه,gulf,0,0,0
963,القرف اللي احس فيه بكل العلاقات اسأل الله انه يستمر مدى الحياة,msa,0,1,3
964,انا بحبك وبشرق في العسل,nile,1,0,2
965,حصريا24سعودي السياسية: ايران تقوم بزعزعة امن المنطقه,msa,0,0,0
966,دائماً أعيد رسائلُك و أبتسم،، ❤️,msa,0,0,0
967,ابرار وجو 😒 👎🏻,msa,0,0,0
968,عندما يأتى الحظ يجعل من الاعمى الكفيف البصر يصلح الساعات بما فيها من تروس صغيره,msa,0,0,2
969,قال العلماء : (ما من قضاء يَقضيه الا وله فيه سر يُمضيه) سبحانه وتعالى,msa,0,0,0
970,جميلة انتِ كغيمة محمله بالمُزن,msa,0,0,0
971,أبتي؛ وترتبكُ المشـاعرُ حينما تحكيكَ حبّا.. يا حبيبَ بُنيّتك ..,msa,0,0,0
972,الوثيقة التوجيهية لمخطط التنمية,msa,0,0,0
973,لا تُبالي بعتمة أيامك فـ سوف تشرق روحك مُجدداً كما يشرق الصباح بعد ظلام 🌿,msa,0,0,0
974,عسى السنين المقبله كلها انتي ❤️,gulf,0,0,0
975,يستهلك المواطن الأردني ٧٩% من حسناته أثناء قيادة المركبة في كافة شوارع المملكة الحبيبة 😒,msa,1,1,3
976,"هَونّ على قلبي يا الله، فقَد ضاقّ كُل شيء.""",msa,0,0,0
977,ويكند ماش من بدايته,magreb,0,0,1
978,ازاي الواحد يبقى عندو صحاب؟,nile,0,0,0
979,اتلم سونسون على تنتون … والاتنين انظف ما يكون,nile,1,1,4
980,"""كي تقر عينها ولا تحزن""",msa,0,0,0
981,الهبله عمرها ماهتخلف دكتور,nile,1,1,5
982,الاكل مش عايز يبرد,nile,0,0,1
983,الحين ابكي والسبب النت الخايس,gulf,0,0,2
984,أنا إلشجاع إللي من الحب خايف 🥱,nile,0,0,2
985,العرب كرمهم الغذاء,msa,0,0,2
986,من كتر الهموم الناس اشتكت,nile,0,0,0
987,انت اقوى واحد,nile,1,0,1
988,عليا الطلاق بالتلاته جامدين,nile,0,0,1
989,ياارب بداية خيير وتوفيق ف حياتي 🤍 ..,nile,0,0,0
990,يبغيها سمينة ومتعلفش,magreb,1,1,4
991,رجعت كتبت اسمي,msa,0,0,0
992,اه ما انا عارف انه زي اخوكي,nile,1,0,1
993,ياشين التغلي بس,gulf,0,0,2
994,ابوالفصوص رايق 😂 ❤️,nile,0,1,5
995,اناا في البعد متحااوط بطيف ريحتك!,levant,0,0,0
996,عامل نفسه ديك البرابر,nile,1,1,4
997,نعمة عظيمة ان يرزقك الله اللطف في طبعك والبشاشة في وجهك والحكمة في عقلك!!,msa,0,0,0
998,لايك إذا سحوركم في رمضان كبسة,gulf,0,0,0
999,احب ريتام ومشتاقه لها,msa,0,0,0
1000,مش هقبل تااني خلاص تاخير,nile,0,0,2
1001,محمد صلاح بيأخذ أجور خيالية وغيره بيتعب علشان لقمة العيش,nile,0,0,0
1002,يارب اجبر فخاطرهم,levant,0,0,0
1003,لاتخسر من شافك كل دنيته,levant,0,0,0
1004,أجيك لأني ما ابغا غيرك مو لأن مافي غيرك,gulf,0,0,0
1005,كي كان حي مشتاق تمرة عندما مات علقول عرجون,magreb,1,1,3
1006,الحكومة خايفة على الناس والناس بتخونها ومفكرين نفسهم بيفهوا,nile,0,0,2
1007,الإنسان الذى ليس له أقارب هو شخص وحيد وفقير,msa,0,0,0
1008,ترامب مثل اي سياسي يداعب المشاعر الدينية للمغفلين,msa,0,0,1
1009,الفرحة مُش سيعاني :(,nile,0,0,1
1010,محمد صلاح بيتريق علي المصريين عشان ماعندهمش مينتالتي,nile,1,0,2
1011,ياليتني مت قبل هذا,msa,0,0,0
1012,لما يكون الانجليزي بتاعك بعافيه وتطلع برزنتيشن بس انت مصاحب رجالة فيسقفوا,nile,1,1,5
1013,ما ساليت حتى ساليت نييت 😥,gulf,0,0,2
1014,ناس استغنت عنك ، لا تحن لها.,levant,0,0,0
1015,يارب تكتب لي الخير ❤️,msa,0,0,0
1016,رجل المباراة لوك شاوو 👍,magreb,0,0,0
1017,قعد وقت طويل أوى,nile,0,0,0
1018,نعيش وننسى ما عاد يلزمنا أحد,levant,0,0,0
1019,لو كان فيه خير ما تركه صاحبه,msa,0,0,1
1020,ست ب100 راجل,nile,1,0,1
1021,سر الضحكة مش في الغمازات,nile,0,0,0
1022,في داخِلي أنا اتوجع,msa,0,0,0
1023,"""كأنَّ فَاها وخَدَيْها إذا ابْتَسَمَتْ أطْرافُ شَمْسٍ بدَتْ مِنْ فُرْجَةِ السُّحُبِ""",msa,0,0,0
1024,ده غبي لكن فاكر نفسه عبقري زي العالم اينشتاين,nile,0,1,4
1025,احبك حبيبي 🌷 ❤ 🌹 🍂,msa,0,0,0
1026,اغنية عمرو الدياب الجديدة واقعة,nile,1,0,0
1027,والله مدري انا قاعده اسولف ولاافضفض.,gulf,0,0,2
1028,منين يا جميل,nile,0,0,2
1029,الزبدا انا مراا احبب حبيبي,gulf,0,0,2
1030,لن تنضج إلا بعد أن تشعرَ أنّ لديك الكثير من الكلام، ولكنَّك لست بحاجة إلى أن تُخبر به أحد!!,msa,0,0,0
1031,كل ماهو صادق يستمر 👌🏽,msa,0,0,0
1032,بكرا اصعب إختبار وبذاكر ذحين دعواتكم,gulf,0,0,0
1033,مساء الخير مع فارق التوقيت 🕰,msa,0,0,2
1034,الواد دا طري اوي,nile,1,1,5
1035,دا مفكر انه لية لزمه انه يجيي و هو محدش طايقة,nile,0,1,4
1036,لو غلبت قول يا فكيك و اعمل عبيط,nile,1,1,5
1037,المستوى والله ممتاز يشباب عادي نخرج خلاص,nile,0,0,1
1038,صباح الحماس على غير سنع ❤️,gulf,0,0,2
1039,الأربعاء الجاي ينتهي ري زيرو 😞,msa,0,0,1
1040,وَأَيُّوبَ إِذْ نَادَىٰ رَبَّهُ أَنِّي مَسَّنِيَ الضُّرُّ وَأَنتَ أَرْحَمُ الرَّاحِمِينَ,msa,0,0,0
1041,صفقة خاسرة ولكنه يعتقد انها ناجحة,msa,0,0,1
1042,🍃 | في قربك تورد هالعمر.,levant,0,0,0
1043,انا شخص مشتاق وجدا .,msa,0,0,0
1044,العمر بخلص والشغل ما بخلص 8 أيام باقية للعطلة,levant,0,1,4
1045,﴿فَإِنَّهُ كَانَ لِلْأَوَّابِينَ غَفُورًا﴾,msa,0,0,0
1046,بطل عد حدود افريقيا والله,nile,0,0,0
1047,لقيتك وسط اغنيه كان الحكي فيها جداً يشبهك,gulf,0,0,1
1048,الله يشيل الصداع,nile,0,0,0
1049,دائما كُنت لهُم الشَخص الذي أتمَناهُ لنفسيِ .,msa,0,0,0
1050,جحر الديب يساع ميه حبيب,magreb,1,1,4
1051,الحمدلله حمدا كثيرا,msa,0,0,0
1052,رغهم هالبعد حبك قاعد يزيد بقلبي,levant,0,0,0
1053,ساحبه على تويتر حييل,gulf,0,0,0
1054,الله يعين لقت الاتنشن الي تبيه,gulf,0,0,1
1055,شعب بشرب عصير حمير,levant,1,1,5
1056,دكتور كبير في وفاه الناس بدل شفاءهم,msa,0,1,3
1057,الما يترس شليلة احضان لا يعشگ الما يعرف يلاوي الروج ليش يخاطر ويغرگ,magreb,0,0,0
1058,ملل سولفوا معاي 👈🏻 👉🏻 😔,gulf,0,0,0
1059,لسى بعمرنا حكايات هنسيب فرحتنا لمين؟,levant,0,0,1
1060,"""كل الخوف خوف، إلا الخوف من الله.. طمأنينة"" و""كل الانكسار ضعف، إلا الانكسار أمام الله.. قوة."". ""يأتي إليكَ المُستجيرُ ماشيًا وأنتَ يا ذا الجودِ تأتي هَروَلَة ""  ✍️ ••",msa,0,0,0
1061,من بعد مزح ولعب أهو صار حُبك صحيح,nile,0,0,0
1062,عذببة الأطباع وأكثر,msa,0,0,0
1063,الدوري الاسباني دوري توم و جيري,msa,1,1,4
1064,المحاوله رقم مليون وعشرين وبرضو مافيه فايده,nile,0,0,2
1065,أغسطس هالسنة غيير وجدًا 💙 .,levant,0,0,0
1066,حلو المجلس 💙 💛,gulf,0,0,0
1067,يارب الطف بحالي 🙏🏻,msa,0,0,0
1068,ثم يراضيك الله كأنك لم تحزن ابدًا_ 🤍,msa,0,0,0
1069,"""يالله.. سنّدني على كتفٍ يخاف زعلي/ تنفتح قبل أجيه الصعبة من الجهات"".",gulf,0,0,0
1070,حاولت اوضح لك شعوري ولا فاد,gulf,0,0,2
1071,"""رَبِّ اغْفِرْ لِي وَلِوَالِدَيَّ""",msa,0,0,0
1072,اللبيب يفهم بالاشارة,msa,0,0,0
1073,{إِنَّ كَيْدَكُنَّ عَظِيمٌ},msa,0,0,0
1074,بقول هنام اما الموبايل يفصل,nile,0,0,1
1075,احمد حسن منافق,msa,0,0,0
1076,أشهر كذبتين في التاريخ المرأه : 5 دقايق واكون جاهزة الرجل : 5 دقايق واكون فالبيت,gulf,1,1,3
1077,سيفاجئِك الله بعَـوض قَريب ❤️ .,msa,0,0,0
1078,ان جحر الديب مهما كان صغير يساع مائه شخص يحبون عضهم,msa,0,0,1
1079,يلعنم سده النفس,levant,0,0,0
1080,ان جلسنا معزّه وان سرينا كرام وان نطقنا جزاله وان سكتنا بحر .,msa,0,0,0
1081,مو زعل بس قلبي تعب,levant,0,0,0
1082,سبحان الله العظيم سبحان الله وبحمده,msa,0,0,0
1083,يابهجة العيد و العُمر السعيد ♥️,msa,0,0,0
1084,انا اكثر وحده مبسوطه ان الحظر بيرجع ❤️ ❤️ ❤️,gulf,0,0,0
1085,بيحدثون ورا بعض ولا ايش/:,levant,0,1,3
1086,كانسيلو وش ضيعتت,gulf,0,0,0
1087,أدامك الله لي حبًا وسندًا.,msa,0,0,0
1088,مبروك الفوز يا زعماء 💙,msa,0,0,0
1089,ياليت لحظاتي معه ترجع شوي .،,levant,0,0,0
1090,وقت متحف الدحيح 😋,nile,0,0,2
1091,هل صليت على النبي اليوم 🌸 ❤️,msa,0,0,0
1092,لقد فكرت كثيرا,msa,0,0,0
1093,لا اله الا الله الها واحدا ونحن له مسلمون لا اله إلا الله ولا نعبد إلا اياه مخلصين له الدين و لو كره المشركون ~,msa,0,0,0
1094,وَمِنَ اللَّيْلِ فَسَبِّحْهُ وَأَدْبَارَ السُّجُودِ ☝🏿,msa,0,0,0
1095,ربما لست بخير 💔,msa,0,0,0
1096,الله لا يبارك بهلحلم,levant,0,0,0
1097,البعض يقوم بتطويل سوالفه بشكل مبالغ,msa,0,0,1
1098,للحين ماني مستوعبه اني صايمه احس فيه شي غلط مدري,gulf,0,0,1
1099,نفسي حد بعد عزاب الامتحانات يعملي سربرايز ويغيرلي المود كدا,nile,0,0,2
1100,يعني مهندسة خبرة 5 سنين وجابت شقة وجيب رانجلر والنهاردة جايبة لاخوها لاب توب apple سعره اكتر من 50000 هدية ..لو هتسكتو ع الكدب اللي نورا اخت رضوان البرنس بتكدبه ده أنا مش هسكت,nile,1,0,0
1101,الشـوق كنـه يسـابقنيُ على بـابكِ ♥️,gulf,0,0,0
1102,اه ياحلو البشات 😭 😭,magreb,0,0,2
1103,عندي مشاعر خاصة وعميقة لبينتشان,msa,0,0,0
1104,احببته صدفة وسيبقى حبه ينبض بداخلي للمدى البعيد 💛 💛 '.,msa,0,0,0
1105,وكن عيني ما ترى غيره خليل,msa,0,0,1
1106,كل شخص لايتدخل فى امور الشخص الاخر,msa,0,0,0
1107,ليه ما تغازلني بنفسي ',gulf,0,0,1
1108,فضلت السلام بدلاً من المكافحة,msa,0,0,0
1109,قالوا الجمل طلع النخله ادى الجمل وادى النخله,nile,1,1,4
1110,والله هذا نضج واجد على عام واحد,gulf,0,0,0
1111,يارب تخرب المنصه اليوم 🥺,nile,0,0,0
1112,صباح الخير.. انا عليا اهانه النهارده 💔,nile,0,0,2
1113,الحب مثل (العمل) ﻻغبت جاء فصلك .. مافيه أحد راتبه يمشي وهو فآصل !!️,gulf,0,1,4
1114,مصيبه جابو قول,nile,0,0,2
1115,خاطري أفطر الحين وقته أحس,gulf,0,0,1
1116,لا زالت الحياة في رحابك - أوسع ..,msa,0,0,0
1117,من فتره عندي احساس تضحك عليا ..,gulf,0,0,1
1118,اذكروني بدعوة في قلوبكم,msa,0,0,0
1119,يارب وفقني ونوِّر طريقي دايمًا,msa,0,0,0
1120,الباب الي يجيلك منه الريح سده واستريح,magreb,1,0,1
1121,اخلصك-علي عبدالله 🎶,msa,0,0,1
1122,اشتغل علشان تملا التلاجة,nile,0,0,1
1123,ده انجليزي ده يا مرسي.,nile,1,1,5
1124,كنت في روحي تسريي,msa,0,0,1
1125,يلا نوصل 1600 🙂,levant,0,0,0
1126,اغنيه هانى شاكر فجره 👌 😉,nile,0,0,1
1127,سادييو اضضصرب ❤️ ❤️ ❤️,msa,0,0,1
1128,لام منبهرة بابناءها حتي ان كانوا وحشين,msa,0,1,4
1129,رب استودعتك دعواتي وما في قلبي وكل شيء في حياتي فإنه لا تضيع عندك الودائع 🤍,msa,0,0,0
1130,والله يا إن الدنيا بكبرها صاغره بعيني والله يا اني ماعاد ارجي منها شي . . يالله أنك عويني يوم مالي عوّين :),magreb,0,0,1
1131,درب التغلي ينتهي بالتخلي ✔️,msa,0,0,0
1132,الله يسعدني بس 😂,levant,0,0,1
1133,وارجع أندم وأنفعل وأحذف!,msa,0,0,0
1134,نفسي تراودني أهجر هذا المكان,msa,0,0,0
1135,رَبَّنَا وَلاَ تُحَمِّلْنَا مَا لاَ طَاقَةَ لَنَا بِهِ,msa,0,0,0
1136,اللهم مرر الأيام بحيث لا يطولنا أذاها ولا نشعر بعتمتها، اللهم طمأنينة وسلام 💛,msa,0,0,0
1137,وَأَدْخِلْنِي بِرَحْمَتِكَ فِي عِبَادِكَ الصَّالِحِينَ,msa,0,0,0
1138,نوم الظالم عبادة,msa,1,1,4
1139,ولا مره فرح قلبي بكلامه ،،,levant,0,0,0
1140,ونسحب على البراءه,gulf,0,0,1
1141,كبير بيساكا اليوم,msa,0,0,0
1142,بسرعه احمر ولا ازرق؟,msa,0,0,0
1143,صوتو لوحدو حب 💙 .,nile,0,0,0
1144,صور جيمين هاذي من وين وش نزل؟,gulf,0,0,0
